round,winner,results,year,gender,player1,player2,country1,country2,firstServe1,firstServe2,ace1,ace2,double1,double2,firstPointWon1,firstPointWon2,secPointWon1,secPointWon2,fastServe1,fastServe2,avgFirstServe1,avgFirstServe2,avgSecServe1,avgSecServe2,break1,break2,return1,return2,total1,total2,winner1,winner2,error1,error2,net1,net2
Second,Taylor Dent,6-4 6-1 6-4,2005,m,Taylor Dent,Michal Tabara,USA,CZE,63%,37%,6,2,15,11,72%,54%,26%,32%,220,210,189,186,167,167,64%,36%,60%,45%,96,71,23,25,26,39,59%,71%
Second,Feliciano Lopez,4-6 6-3 6-4 7-6(3),2005,m,Feliciano Lopez,Sargis Sargsian,ESP,ARM,60%,75%,17,5,3,6,81%,66%,40%,50%,223,205,193,165,138,138,42%,33%,38%,35%,136,127,43,24,45,34,66%,63%
Second,Roger Federer,6-3 6-4 6-4,2005,m,Roger Federer,Takao Suzuki,SUI,JPN,70%,68%,7,7,0,3,76%,55%,68%,62%,207,210,185,196,154,154,36%,25%,43%,26%,107,82,50,29,10,11,67%,51%
Second,Gaston Gaudio,2-6 6-4 7-5 7-6(4),2005,m,Gaston Gaudio,Mardy Fish,ARG,USA,49%,49%,8,17,11,6,76%,69%,49%,49%,201,217,176,189,149,149,50%,55%,41%,38%,137,129,43,38,49,71,82%,61%
Second,Mario Ancic,7-5 6-2 6-1,2005,m,Mario Ancic,Bjorn Phau,CRO,GER,66%,59%,12,1,2,6,84%,58%,58%,43%,209,205,180,173,136,136,55%,25%,48%,25%,100,66,30,10,24,25,63%,70%
Second,Thomas Johansson,6-4 5-7 6-3 2-6 7-5,2005,m,Thomas Johansson,Agustin Calleri,SWE,ARG,54%,56%,17,15,4,6,83%,71%,51%,55%,,,,,,,50%,63%,36%,32%,148,143,43,57,44,51,71%,61%
Second,Dominik Hrbaty,6-2 7-6(1) 3-6 7-5,2005,m,Dominik Hrbaty,Janko Tipsarevic,SVK,SRB,65%,46%,12,13,6,4,72%,65%,62%,49%,,,,,,,43%,44%,44%,32%,144,117,43,30,56,45,70%,63%
Second,Andre Agassi,6-3 6-1 6-0,2005,m,Andre Agassi,Rainer Schuettler,USA,GER,65%,55%,7,6,3,8,71%,64%,69%,28%,201,205,176,181,152,152,58%,0%,53%,30%,94,60,33,24,18,37,40%,44%
Second,Marat Safin,6-4 6-1 6-3,2005,m,Marat Safin,Bohdan Ulihrach,RUS,CZE,60%,57%,10,4,0,5,85%,55%,59%,47%,215,193,202,180,151,151,67%,100%,48%,25%,90,60,37,12,25,16,73%,100%
Second,Olivier Rochus,6-1 6-3 6-3,2005,m,Olivier Rochus,Gael Monfils,BEL,FRA,63%,49%,0,3,1,4,77%,59%,46%,33%,188,213,168,181,146,146,53%,40%,54%,35%,104,72,22,21,28,50,81%,45%
Second,Jarkko Nieminen,6-3 6-4 6-2,2005,m,Jarkko Nieminen,Paradorn Srichaphan,FIN,THA,73%,62%,5,5,0,4,75%,64%,58%,52%,,,,,,,80%,0%,41%,29%,94,71,29,27,17,42,74%,60%
Second,Tommy Robredo,6-4 2-6 6-2 6-4,2005,m,Tommy Robredo,Tomas Zib,ESP,CZE,57%,55%,16,3,8,3,72%,63%,50%,49%,197,202,168,168,138,138,38%,57%,43%,38%,125,115,48,18,53,30,75%,59%
Second,Marcos Baghdatis,7-6(1) 6-4 6-7(2) 6-2,2005,m,Marcos Baghdatis,Ivan Ljubicic,CYP,CRO,57%,61%,13,20,3,1,81%,74%,72%,45%,,,,,,,29%,13%,37%,23%,142,116,72,42,33,46,82%,54%
First,Juan Carlos Ferrero,2-6 6-3 6-4 6-4,2005,m,Juan Carlos Ferrero,Melle van Gemerden,ESP,NED,72%,54%,1,4,1,2,68%,72%,44%,51%,,,,,,,42%,50%,39%,39%,116,116,31,35,41,49,100%,44%
First,Bobby Reynolds,5-7 6-4 7-6(7) 7-6(5),2005,m,Bobby Reynolds,Nicolas Almagro,USA,ESP,62%,55%,21,16,6,3,77%,75%,56%,54%,,,,,,,16%,38%,35%,33%,162,159,42,58,50,62,63%,67%
First,Philipp Kohlschreiber,7-6(2) 6-2 6-1,2005,m,Philipp Kohlschreiber,Kenneth Carlsen,GER,DEN,59%,53%,1,4,3,9,80%,68%,58%,43%,,,,,,,28%,17%,48%,31%,115,84,31,19,29,43,73%,62%
First,David Nalbandian,7-6(1) 4-6 4-6 6-3 6-4,2005,m,David Nalbandian,David Ferrer,ARG,ESP,64%,61%,3,4,5,4,65%,60%,47%,53%,189,194,157,170,141,141,35%,41%,44%,43%,171,165,44,38,53,61,66%,69%
First,Victor Hanescu,6-3 6-4 7-6(1),2005,m,Victor Hanescu,Filippo Volandri,ROU,ITA,68%,52%,6,1,0,7,66%,69%,71%,62%,,,,,,,38%,7%,39%,32%,116,96,25,43,20,37,56%,72%
First,Igor Andreev,7-6(2) 6-1 6-2,2005,m,Igor Andreev,Lars Burgsmuller,RUS,GER,60%,57%,7,4,5,1,80%,57%,66%,61%,,,,,,,80%,0%,43%,29%,99,73,24,14,22,31,29%,65%
First,Fernando Gonzalez,3-6 3-6 6-3 6-3 7-5,2005,m,Fernando Gonzalez,Jose Acasuso,CHI,ARG,58%,57%,9,13,10,4,73%,70%,52%,56%,205,215,167,193,148,148,31%,29%,36%,36%,154,152,59,50,52,41,59%,54%
First,Lleyton Hewitt,6-3 6-4 6-1,2005,m,Lleyton Hewitt,Arnaud Clement,AUS,FRA,66%,53%,12,2,2,1,87%,68%,48%,45%,209,210,188,186,149,149,63%,0%,43%,28%,88,63,28,15,23,32,100%,59%
First,Santiago Ventura,3-6 6-3 6-4 4-6 6-4,2005,m,Santiago Ventura,Alex Calatrava,ESP,ESP,54%,58%,8,6,7,5,72%,76%,61%,61%,,,,,,,44%,23%,33%,35%,154,154,65,31,55,33,69%,52%
First,Nathan Healey,4-6 4-6 6-1 5-0 ret.,2005,m,Nathan Healey,Flavio Saretta,AUS,BRA,57%,66%,13,4,8,4,72%,62%,53%,48%,,,,,,,58%,29%,44%,40%,113,103,43,24,44,50,54%,57%
First,Rafael Nadal,6-0 6-4 6-2,2005,m,Rafael Nadal,Julien Benneteau,ESP,FRA,77%,53%,1,2,1,6,77%,51%,54%,36%,193,199,173,183,144,144,80%,67%,59%,30%,82,45,27,8,16,34,67%,44%
First,Juan Ignacio Chela,6-4 7-6(4) 7-6(1),2005,m,Juan Ignacio Chela,Wayne Arthurs,ARG,AUS,74%,48%,3,15,0,7,85%,75%,64%,57%,183,213,167,191,170,170,50%,0%,34%,20%,119,99,37,59,4,42,78%,55%
First,Mariano Zabaleta,6-4 6-2 6-7(5) 6-3,2005,m,Mariano Zabaleta,Marc Kimmich,ARG,AUS,66%,59%,8,9,7,3,82%,69%,61%,49%,209,215,191,188,146,146,35%,29%,39%,25%,138,112,62,27,49,23,68%,54%
First,Jean-Rene Lisnard,5-7 5-7 6-1 6-4 7-5,2005,m,Jean-Rene Lisnard,Oliver Marach,MON,AUT,51%,54%,8,8,15,7,70%,70%,49%,49%,,,,,,,39%,19%,40%,40%,196,190,52,53,59,70,65%,69%
First,Mikhail Youzhny,6-2 6-2 7-5,2005,m,Mikhail Youzhny,Jerome Haehnel,RUS,FRA,59%,57%,1,4,0,4,85%,53%,82%,69%,201,197,189,181,141,141,71%,0%,43%,16%,96,62,25,19,25,27,80%,60%
First,Greg Rusedski,2-6 6-4 6-0 7-6(7),2005,m,Greg Rusedski,Jonas Bjorkman,GBR,SWE,57%,56%,14,1,9,8,74%,67%,60%,57%,230,209,193,180,149,149,38%,30%,41%,37%,129,121,45,48,35,36,59%,65%
First,Nikolay Davydenko,6-2 7-5 6-2,2005,m,Nikolay Davydenko,Roko Karanusic,RUS,CRO,69%,59%,3,3,3,1,66%,47%,67%,47%,,,,,,,42%,75%,53%,36%,99,72,27,15,29,24,80%,56%
First,Ricardo Mello,6-3 6-3 7-6(5),2005,m,Ricardo Mello,Alberto Martin,BRA,ESP,69%,60%,5,2,4,7,80%,65%,42%,38%,,,,,,,38%,60%,48%,34%,123,100,28,44,14,45,76%,63%
First,Fernando Verdasco,6-3 6-0 6-4,2005,m,Fernando Verdasco,Gilles Muller,ESP,LUX,64%,59%,5,6,2,4,82%,60%,65%,45%,,,,,,,33%,50%,48%,26%,92,62,29,19,15,35,89%,50%
First,Jurgen Melzer,3-3 ret.,2005,m,Jurgen Melzer,Raemon Sluiter,AUT,NED,41%,40%,0,2,1,1,71%,50%,56%,55%,,,,,,,50%,100%,50%,41%,20,17,3,3,9,9,67%,50%
First,Andy Roddick,7-5 6-2 6-1,2005,m,Andy Roddick,Irakli Labadze,USA,GEO,66%,67%,11,5,0,7,85%,54%,75%,70%,226,210,194,185,162,162,56%,0%,47%,18%,96,56,30,22,19,38,69%,30%
First,Guillermo Coria,6-2 6-4 6-0,2005,m,Guillermo Coria,Tomas Berdych,ARG,CZE,62%,47%,2,4,5,3,81%,56%,67%,39%,201,217,168,201,154,154,70%,50%,54%,29%,85,51,20,19,15,44,88%,38%
First,Tim Henman,6-1 6-2 4-6 6-3,2005,m,Tim Henman,Cyril Saulnier,GBR,FRA,63%,61%,4,2,4,4,68%,59%,62%,49%,197,207,178,183,157,157,57%,23%,47%,37%,128,104,32,31,37,35,62%,44%
First,Sebastien Grosjean,6-3 6-4 6-3,2005,m,Sebastien Grosjean,Michael Llodra,FRA,FRA,65%,64%,3,4,2,5,73%,64%,50%,37%,,,,,,,50%,25%,48%,36%,105,81,28,26,18,29,79%,55%
First,Jan Hernych,6-4 6-7(5) 6-1 6-0,2005,m,Jan Hernych,Felix Mantilla,CZE,ESP,71%,54%,5,2,2,9,82%,61%,57%,45%,,,,,,,41%,50%,47%,25%,134,91,52,16,32,29,79%,58%
First,Guillermo Canas,6-4 6-2 7-6(4),2005,m,Guillermo Canas,Chris Guccione,ARG,AUS,69%,55%,7,16,3,8,80%,68%,47%,44%,197,231,172,202,165,165,25%,14%,43%,30%,121,97,57,61,12,32,76%,52%
First,Nicolas Massu,6-7(7) 7-6(2) 6-3 6-2,2005,m,Nicolas Massu,Antony Dupuis,CHI,FRA,57%,55%,9,11,6,8,81%,71%,67%,57%,202,213,173,193,146,146,25%,10%,38%,28%,160,133,49,54,45,62,67%,71%
First,Gregory Carraz,6-4 5-7 7-5 7-6(5),2005,m,Gregory Carraz,Paul-Henri Mathieu,FRA,FRA,57%,60%,30,9,12,9,78%,66%,50%,53%,,,,,,,38%,45%,42%,38%,160,151,75,50,53,44,49%,76%
First,Radek Stepanek,6-3 5-7 4-6 7-5 6-3,2005,m,Radek Stepanek,Vince Spadea,CZE,USA,59%,65%,10,3,8,5,77%,68%,59%,71%,,,,,,,31%,18%,33%,33%,163,160,67,34,60,37,64%,61%
First,Andrei Pavel,6-4 6-4 6-0,2005,m,Andrei Pavel,Olivier Mutis,ROU,FRA,72%,51%,9,6,1,1,76%,57%,55%,48%,,,,,,,55%,33%,48%,31%,96,68,43,27,22,34,78%,55%
First,James Blake,6-1 6-2 6-0,2005,m,James Blake,Florian Mayer,USA,GER,53%,44%,5,2,4,4,83%,54%,69%,44%,205,194,185,175,127,127,58%,0%,55%,28%,90,50,31,13,17,27,77%,58%
First,Christophe Rochus,6-2 6-3 6-3,2005,m,Christophe Rochus,Albert Montanes,BEL,ESP,68%,64%,7,8,2,3,80%,64%,60%,28%,,,,,,,43%,50%,50%,28%,97,67,34,20,22,41,71%,50%
First,Dominik Hrbaty,6-4 6-2 1-0 ret.,2005,m,Dominik Hrbaty,Robin Soderling,SVK,SWE,58%,45%,7,3,6,2,74%,55%,63%,41%,,,,,,,83%,33%,55%,37%,61,42,18,8,23,27,100%,0%
First,Takao Suzuki,6-4 6-3 6-3,2005,m,Takao Suzuki,Jan-Michael Gambill,JPN,USA,63%,57%,10,10,1,2,80%,76%,69%,49%,,,,,,,67%,0%,37%,25%,93,74,34,33,13,14,70%,67%
First,Tomas Zib,7-6(5) 6-2 6-4,2005,m,Tomas Zib,Jimmy Wang,CZE,TPE,63%,63%,4,5,1,5,59%,64%,53%,26%,197,186,164,168,133,133,47%,83%,51%,44%,112,96,20,36,33,65,78%,69%
First,Feliciano Lopez,7-5 7-5 6-2,2005,m,Feliciano Lopez,Paul Baccanello,ESP,AUS,54%,46%,11,14,5,9,82%,76%,76%,64%,,,,,,,67%,0%,36%,25%,104,87,32,43,13,31,64%,60%
First,Thomas Johansson,7-6(5) 4-6 6-3 4-6 6-0,2005,m,Thomas Johansson,Peter Luczak,SWE,AUS,50%,58%,24,8,7,8,82%,67%,53%,57%,220,205,186,185,139,139,38%,50%,37%,33%,159,147,61,51,61,61,69%,73%
First,Olivier Rochus,7-5 2-6 3-6 6-2 6-3,2005,m,Olivier Rochus,Nicolas Kiefer,BEL,GER,57%,58%,1,16,5,8,67%,62%,52%,51%,185,209,168,183,148,148,41%,35%,43%,39%,149,138,48,62,38,64,67%,58%
First,Sargis Sargsian,7-6(5) 4-6 1-6 6-4 6-2,2005,m,Sargis Sargsian,David Sanchez-Munoz,ARM,ESP,60%,64%,9,7,7,3,76%,65%,41%,53%,,,,,,,75%,64%,40%,38%,148,145,60,38,69,47,56%,67%
First,Kevin Kim,3-6 6-4 6-3 3-6 6-1,2005,m,Kevin Kim,Hyung-Taik Lee,USA,KOR,65%,66%,13,8,3,3,73%,65%,50%,50%,199,196,178,165,139,139,29%,50%,41%,36%,147,140,57,43,43,50,63%,62%
First,Peter Wessels,6-3 6-4 6-4,2005,m,Peter Wessels,Yen-Hsun Lu,NED,TPE,63%,63%,9,5,1,6,87%,71%,73%,43%,209,202,188,181,157,157,80%,100%,40%,18%,90,62,31,23,17,28,64%,46%
First,Gaston Gaudio,7-6(3) 6-4 6-3,2005,m,Gaston Gaudio,Justin Gimelstob,ARG,USA,64%,44%,2,10,6,10,77%,73%,66%,57%,202,202,172,183,141,141,83%,40%,42%,31%,108,88,37,27,26,39,85%,58%
First,Marat Safin,6-0 6-2 6-1,2005,m,Marat Safin,Novak Djokovic,RUS,SRB,53%,59%,1,1,1,5,93%,41%,54%,19%,210,201,197,181,149,149,69%,100%,68%,25%,83,34,19,4,20,30,95%,27%
First,Bohdan Ulihrach,6-3 6-7(6) 7-5 6-2,2005,m,Bohdan Ulihrach,Ivo Karlovic,CZE,CRO,69%,59%,4,26,3,7,84%,76%,70%,58%,,,,,,,25%,0%,35%,22%,138,113,45,55,10,41,75%,43%
First,Rainer Schuettler,7-6(3) 6-3 6-2,2005,m,Rainer Schuettler,Olivier Patience,GER,FRA,61%,64%,6,2,2,3,80%,60%,64%,54%,,,,,,,40%,0%,42%,26%,114,87,37,28,36,50,72%,67%
